
chunk_id,doc_id,source,year,journal,section,chunk_index,start_sentence,n_sentences,word_count,text,raw_doc_path
1293595a-084e-4338-aedb-3d085f3a15b1,PMC12285867,PMC,2018,The Korean Journal of Gastroenterology,introduction,2,22,3,62,"2). On MRI, the mass was observed as homogeneous low signal intensity in T1WI and homogenous high signal intensity in T2WI. On the Gadoxetic acid (Gd-EOB-DTPA) enhanced images, the mass showed early homogeneous high enhancement in 30 seconds, almost iso-signal intensity with liver in the 1 minute image, and homogeneous washout with rim-like high enhancement in the 3 minute delay image (Fig.",data\raw\PMC\PMC12285867.xml
7c37cf16-2166-448b-922b-7fcaa0484947,PMC12285867,PMC,2018,The Korean Journal of Gastroenterology,discussion,0,14,1,33,"On the other hand, in the case of intratumoral hemorrhage, the increased FDG uptake can be shown around the hemorrhage due to hemosiderin-laden macrophages.15 In the present case, FDG PET/CT was not performed.",data\raw\PMC\PMC12285867.xml
7324491d-9920-4691-a4a6-b9ba97b923b0,PMC12582510,PMC,2019,The Lancet. Global health,discussion,0,1,1,16,Further dialogue is needed to help researchers and sponsors articulate the extent of this moral imperative.,data\raw\PMC\PMC12582510.xml
ac6ee1a7-14f8-4643-8fa1-2b7493af7a39,PMC6936059,PMC,2019,BMC Neurology,discussion,0,19,2,42,Epileptic pain due to thalamic syndrome has been suggested as a result of interruption of the thalamocortical interplay . The involvement of a multitude of brain structures and areas in various studies suggests that pain perception has a wide and complex network.,data\raw\PMC\PMC6936059.xml
f87c3655-4fcf-427a-8208-ab89b74c279f,PMC6936828,PMC,2019,PLoS ONE,introduction,0,156,2,32,"The distribution was 43.7% among female and 52.7% among male. To assess independent predictors of anti-HBc positivity, factors that were significant in bivariate analysis (p≤0.25) were entered into multivariable logistic regression analysis.",data\raw\PMC\PMC6936828.xml
36ed3db3-4724-4887-9570-f9d5fe3d49cb,PMC6936828,PMC,2019,PLoS ONE,introduction,1,6,2,58,"In HBV co-infection, HBsAg may hence be too low to be detected using serological tests and anti-HBc may be the only serological evidence of exposure to the virus . Testing and diagnosis of hepatitis infection is critical to both prevention and treatment services, and provides an opportunity to reduce transmission, through counselling on risk behaviors and vaccination .",data\raw\PMC\PMC6936828.xml
784c1cba-0f94-4b4a-985c-77028af9dc39,PMC6936828,PMC,2019,PLoS ONE,introduction,2,100,2,51,"The majority, 92 (87.6%), of the HBsAg positives were urban residents and 74 (70.5%) were female. Nearly half, 50 (47.6%) of the HBsAg positives were also positive for anti-HBc, among which, 42 (84%) were urban residents, and 31 (62.0%) were females, of which 27 (87.1%) were within the reproductive age group.",data\raw\PMC\PMC6936828.xml
53007a6e-bf09-4c9d-88ef-97ebde093588,PMC6936828,PMC,2019,PLoS ONE,discussion,0,50,3,53,"No significance difference was observed by residence, marital status and history of dental extraction as a risk for HBV exposure . However, the p value remained statistically insignificant (p>0.05). This study did not conduct HBeAg and anti-HBc IgM tests to differentiate between active viral replication and acute infection, respectively among the study participants.",data\raw\PMC\PMC6936828.xml
f441c56a-ab97-4786-b5cc-d0d81222b5e9,PMC6936828,PMC,2019,PLoS ONE,discussion,1,2,1,35,"Among the total participants screened for the three seromarkers, 38.1% were negative for all, and 21% were positive only for anti-HBc (IAHBc), and 96% of the participants were on ART for more than 6 months.",data\raw\PMC\PMC6936828.xml
3bd74ede-aa52-451c-9153-19b0f9124050,PMC6937248,PMC,2019,Scientific Reports,introduction,0,122,2,60,"For example, when T0 = 400 K47, the μ value from the MPC technique is almost half of that using TOF. Within this error, however, the same μ values can be obtained with the MPC and TOF techniques.Figure 2(a) Simulated modulation frequency dependence of the real and imaginary parts of the modulated photocurrent. (b) Simulated temporal evolution of the photocurrent.",data\raw\PMC\PMC6937248.xml
6fb8d3b2-5126-48f6-9a48-40bba86a0c4c,PMC6937248,PMC,2019,Scientific Reports,introduction,1,40,1,33,We carried out the simulations for a room temperature (T = 300 K) with several characteristic temperatures (T0’s) of the exponential distribution of the localized states and compared the determined mobilities [see Fig.,data\raw\PMC\PMC6937248.xml
fb009793-3747-44fa-a3ac-830258ce5c06,PMC6937248,PMC,2019,Scientific Reports,discussion,0,40,2,44,The mixing ratio of P3HT and PCBM was varied while the concentration of the solutions was kept constant so that the resultant BHJ layer thickness stayed almost the same. The current density-voltage characteristics were recorded with a source meter under 100 mW/cm2 AM1.5G irradiation.,data\raw\PMC\PMC6937248.xml
33f0186d-96ac-4a25-bf38-1783c917fc54,PMC6937248,PMC,2019,Scientific Reports,discussion,1,49,2,32,"Numerical simulations The details of the numerical simulations are described in the Supplementary Information. All the numerical simulations were performed using Microsoft, Visual Studio (C + + ) and NAG, Fortran Builder.",data\raw\PMC\PMC6937248.xml
14a9efa9-d29e-448b-b1cf-8c868b1a5e2b,PMC6937365,PMC,2019,Rice,discussion,0,236,2,36,"Summary of 751 rice accessions and the GNC, GCC, and C/N ratio of the milled rice Additional file 2 : Table S2. Correlations among traits observed in different rice subgroups Additional file 3 : Table S3.",data\raw\PMC\PMC6937365.xml
f27275b7-d4a5-41fc-98bd-095a927da39d,PMC6937365,PMC,2019,Rice,discussion,1,49,2,38,"The overexpression of OsBZR1 can enhance sugar accumulation and increase the grain yield. Additionally, OsPPDKB, which encodes a regulator of carbon metabolism , is located about 56 kb downstream from qCC-5.1 and qCN-5.1 (19,481,277–19,681,277 bp) on chromosome 5.",data\raw\PMC\PMC6937365.xml
a7972667-5c39-4487-bc60-16cceb27fea4,PMC6937657,PMC,2019,Journal of Ovarian Research,introduction,0,111,2,62,"In a meta-analysis of the impact of intervals between surgery and initiation of adjuvant chemotherapy in the primary treatment of EOC, the intervals were not associated with survival . For example, Tewari et al. reported that late chemotherapy (> 25 days following surgery) was an independent poor prognostic factor for OS exclusively in patients with no gross residual disease after surgery .",data\raw\PMC\PMC6937657.xml
f10735ae-7ab9-4caf-a75f-bb68b9afe9d0,PMC6937657,PMC,2019,Journal of Ovarian Research,introduction,1,51,4,30,1. Minimally invasive approaches including laparoscopy or robotic surgery could be used based on the preference of the attending physician. The data were collected from patient electronic medical records. Fig.,data\raw\PMC\PMC6937657.xml
d0f6ae82-4101-4c9f-9813-709bba3c5240,PMC6937657,PMC,2019,Journal of Ovarian Research,introduction,2,80,2,30,"Most patients (65, 82.3%) had a platinum-free interval of more than 12 months and 72 patients (91.1%) had SCS at their first recurrence. Bevacizumab was added in seven (8.7%) patients.",data\raw\PMC\PMC6937657.xml
42474fd7-0a07-4004-a099-f9a975683849,PMC6937657,PMC,2019,Journal of Ovarian Research,discussion,0,3,2,45,"The spread of tumor cells during surgery, surgery-induced pro-inflammatory/pro-angiogenic cytokines, and/or transient immune suppression in the immediate postoperative period might be the potential reasons for this phenomenon . However, the concept remains controversial and its true impact in cancer patients remains unclear, particularly in EOC.",data\raw\PMC\PMC6937657.xml
fd28a9d0-feba-4f73-833b-36b50b252716,PMC6937823,PMC,2019,"Allergy, Asthma, and Clinical Immunology : Official Journal of the Canadian Society of Allergy and Clinical Immunology",discussion,0,15,2,34,"Because of the painless enlargement of the lymph nodes in this patient, the diagnosis of lymphoma was considered first. Immunohistochemistry results showed CD30 negativity and no RS-like cells, ruling out the possibility of lymphoma.",data\raw\PMC\PMC6937823.xml
0de3112d-2283-43c7-939c-bcf4b613a16d,PMC6937823,PMC,2019,"Allergy, Asthma, and Clinical Immunology : Official Journal of the Canadian Society of Allergy and Clinical Immunology",discussion,1,37,2,38,"Most patients with KD are normally young and middle-aged males of Asian descent, and specific genes may also be involved in the pathogenesis of this disease . The recurrence rate of KD is as high as 62% .",data\raw\PMC\PMC6937823.xml
d7933461-9a95-4a10-a5a0-78cc388dac34,PMC6937823,PMC,2019,"Allergy, Asthma, and Clinical Immunology : Official Journal of the Canadian Society of Allergy and Clinical Immunology",discussion,2,49,1,40,"However, due to the high recurrence rate of KD and its occurrence in multiple parts of this patient’s body, and the high serum total IgE level which may promote disease recurrence, the patient should be informed to follow up closely.",data\raw\PMC\PMC6937823.xml
8b90a3c8-7681-4c5a-ac8d-fb1c89b20b69,PMC6937852,PMC,2019,BMC Bioinformatics,discussion,0,18,3,43,"Bilsland et al. constructed a dynamic Boolean model to study TERT regulation in ovarian cancer cells. They identified MYC as an important player in TERT activation. Interestingly, in their model, TERT expression was well rescued by a gain of function of ETS .",data\raw\PMC\PMC6937852.xml
74360f81-d5e5-4e08-954d-9043a4d72c5d,PMC6937852,PMC,2019,BMC Bioinformatics,discussion,1,112,2,63,"If regulator t was selected by the model, xt was equal to 1, and zero else. The maximal allowed sum of all binary xt variables was constrained by the variable limit, 12\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$ {x}_1+{x}_2+\cdots +{x}_t\le limit;{x}_t\in \left\{0,1\right\} $$\end{document}x1+x2+⋯+xt≤limit;xt∈01 limit ranged from 1 to 50 depending on the predefined maximal number of regulators in the model.",data\raw\PMC\PMC6937852.xml
4e8bd39c-1c4e-4627-8524-2158e5aa04cc,PMC6938331,PMC,2019,PLoS ONE,introduction,0,29,2,32,"The number of particles and mean size distribution were measured using Nanoparticle Tracking Analysis (Nanosight NS500, Malvern) as described before . Protein concentration was measured using microBCA protein assay kit (Thermo Scientific).",data\raw\PMC\PMC6938331.xml
487bdb53-a785-4bf1-92aa-f4957d002709,PMC6938331,PMC,2019,PLoS ONE,introduction,1,12,1,38,"These findings suggest that the use of MSC-derived EVs might be a promising strategy to restore cardiac function, however, technical difficulties in large scale production and purification of MSC-EV are still limiting the translation to the clinic .",data\raw\PMC\PMC6938331.xml
d12862cf-ad87-439e-8c89-3793130d0621,PMC6938331,PMC,2019,PLoS ONE,discussion,0,36,2,49,"Due to this proliferative state CPCs may secrete a different palette of paracrine factors that are more associated to cell cycle rather than immunomodulation. Nonetheless, from our data, it is clear that EVs can be used as immunosuppressive mediators, but do completely cover the strong immunosuppressive effect of CPCs.",data\raw\PMC\PMC6938331.xml
28454ce3-40ce-473a-bc1b-9fb0f1c064cd,PMC6938423,PMC,2019,Indian Journal of Plastic Surgery : Official Publication of the Association of Plastic Surgeons of India,discussion,0,1,1,146,"I was pleasantly surprised that he had a lighter side to him—he was addicted to Asterix series of comic books by Goscinny and Uderzo—as one, who has also spent time in the world of Obelix, Dogmatix, and Panacea, among others, I feel gratified to have rubbed shoulders with “HIM.” A tribute, if it has to come from me, can only be in the form of a song lyric and this I believe describes HIM to a “T”: …There’s a mountain and it’s mighty high You cannot see the top, unless you fly There’s a molehill, of proven ground There ain’t nowhere to go if you hang around Everybody wants to sell what’s already been sold Everybody wants to tell what’s already been told What's the use of money (read knowledge instead) If you ain’t gonna break the mold … Prince aka Rogers Nelson (the Gold song)",data\raw\PMC\PMC6938423.xml
0ed675f2-bf82-4e42-8eb8-278aaad5edf6,PMC6938423,PMC,2019,Indian Journal of Plastic Surgery : Official Publication of the Association of Plastic Surgeons of India,discussion,1,0,2,147,"discussions. I was pleasantly surprised that he had a lighter side to him—he was addicted to Asterix series of comic books by Goscinny and Uderzo—as one, who has also spent time in the world of Obelix, Dogmatix, and Panacea, among others, I feel gratified to have rubbed shoulders with “HIM.” A tribute, if it has to come from me, can only be in the form of a song lyric and this I believe describes HIM to a “T”: …There’s a mountain and it’s mighty high You cannot see the top, unless you fly There’s a molehill, of proven ground There ain’t nowhere to go if you hang around Everybody wants to sell what’s already been sold Everybody wants to tell what’s already been told What's the use of money (read knowledge instead) If you ain’t gonna break the mold … Prince aka Rogers Nelson (the Gold song)",data\raw\PMC\PMC6938423.xml
8a850e26-3c1f-41d0-b71c-a390081cefa4,PMC6940625,PMC,2020,Heliyon,introduction,0,10,2,47,"In Tigray, efforts have been made at local and regional levels to reverse land degradations, prevent further degradations and rehabilitate the degraded natural resources. As a result, exclosure has become one among the different types of land uses prevailed in Tigray and Northern Ethiopia in general .",data\raw\PMC\PMC6940625.xml
4ab03960-70d5-44fd-afcf-3d031cdd1160,PMC6940625,PMC,2020,Heliyon,discussion,0,64,1,10,Competing interest statement The authors declare no conflict of interest.,data\raw\PMC\PMC6940625.xml
830fb2e3-ed32-4451-94e9-68e3b4f16ff8,PMC6940644,PMC,2020,Heliyon,introduction,0,92,1,68,Directly after treatment rheological measurement of samples were done.Figure 2Experimental set up used to generate pulsed electrical discharges in air (a); schematic visualization of treatment trajectory in a treatment cell (b) and visualization of a treatment process (c).Figure 2 Experimental set up used to generate pulsed electrical discharges in air (a); schematic visualization of treatment trajectory in a treatment cell (b) and visualization of a treatment process (c).,data\raw\PMC\PMC6940644.xml
a3708896-c9cd-4dc5-872a-6bb12bef0380,PMC6940644,PMC,2020,Heliyon,introduction,1,444,2,44,"Structural, mechanical and energetic properties of sunflower seed cake depend on a number of factors: sunflower seed cake composition and temperature treatment conditions. Combination of temperature and pressure with PED treatment (protocol E) allowed to decrease initial shear stress from 30.3 to 25.1 Pa.",data\raw\PMC\PMC6940644.xml
04cb50e0-2538-4065-bf99-2c5882a20172,PMC6940644,PMC,2020,Heliyon,introduction,2,24,1,41,"Some studies of the influence of particle size and temperature on sunflower paste have also been reported ; however, there is a gap regarding the influence of electrical treatment, temperature and overpressure on viscosity in the initial stages of oils processing.",data\raw\PMC\PMC6940644.xml
11f27564-9fbc-483a-b986-bbfd1dcf8891,PMC6940644,PMC,2020,Heliyon,discussion,0,101,1,32,The x-ray microtomography method gives the chance to present accurately the external morphology of 3D structure of a kernel with volume and area then it is possible to define quantitatively (Figure 4c).,data\raw\PMC\PMC6940644.xml
7efe5bcd-d219-4e17-9d3b-3f013f146bdb,PMC6941718,PMC,2019,Preventive Nutrition and Food Science,introduction,0,192,2,46,"Further, SOD, serum GSSH-Red, and CAT activities were 1.4-, 1.2-, and 1.3-fold higher, respectively, in the LCC/HA group compared with the N-C group (Table 5). For all organ tissues analyzed, SOD activity was increased for rats in the LCC/HA group compared with the Ob-C group (P<0.05).",data\raw\PMC\PMC6941718.xml
53cbcd74-c595-46cf-b536-58f7618d2ad3,PMC6941718,PMC,2019,Preventive Nutrition and Food Science,introduction,1,195,2,77,"Further, increases in CAT activity was noted in the liver (1.8-fold), heart (1.5-fold), and aorta (1.7-fold) in the LCC/HA group compared with the Ob-C group (Table 5). In addition, increases in GSSH-Red activity was recorded in most tissues (1.4-fold in liver, 1.2-fold in heart, and 2.4-fold in aorta) in the LCC/HA group compared with the Ob-C group; however, compared with the N-C group, GSSH-Red activity was only higher in the liver and aorta (both 1.2-fold) (Table 5).",data\raw\PMC\PMC6941718.xml
191587ab-accf-4f71-91b9-2fd94ede337b,PMC6941718,PMC,2019,Preventive Nutrition and Food Science,discussion,0,48,2,37,Previous study have shown that agar protects against liver damage in rats by efficiently inhibiting malondialdehyde formation and decreasing ASAT and ALAT levels . These values were comparable with those reported for rats in the N-C group.,data\raw\PMC\PMC6941718.xml
61e451b9-af5f-4824-9f71-d5eeaf19a0d2,PMC6941718,PMC,2019,Preventive Nutrition and Food Science,discussion,1,185,2,40,"Agar had been indicated to improve hepatoprotective effects . Effects of LCC/HA on NO bioavailability NO level was elevated 1.9-fold in the LCC/HA group compared with the Ob-C group, but was comparable to that of the N-C group (Table 6).",data\raw\PMC\PMC6941718.xml
d5ada9e6-33bc-47a8-88ef-927718c5d789,PMC6941718,PMC,2019,Preventive Nutrition and Food Science,discussion,2,154,2,53,"The increase in HDL-C and decrease in LDL-C in rats receiving the LCC/HA are consistent with favoring a cardio- protective effect. Our results are agreement with a previous study which showed that hypocaloric-low-CHO diets (containing 34% carbohydrates) regulate serum lipoprotein concentrations (LDL-C and HDL-C), and are associated with production of plasma apolipoprotein A-1.",data\raw\PMC\PMC6941718.xml
7f6de811-3b05-4b18-9ee4-ae61dd15bf25,PMC6944251,PMC,2019,F1000Research,introduction,0,57,2,44,Treatment strategy in HCV recurrence post-transplantation Treatment data of those with HCV recurrence in an HCV seropositive recipient after transplantation differ from those who are HCV seronegative recipients. The latter will be highlighted later in the discussion as most data are in non-LT patients.,data\raw\PMC\PMC6944251.xml
fd2d6c75-c380-49ea-a602-772518d9a375,PMC6944251,PMC,2019,F1000Research,introduction,1,44,2,58,"However, treatment of HCV in those with advanced liver disease may not be cost-effective; while the MELD score may improve, ongoing poor health outcomes and repeated hospitalizations may not. In addition, recipients treated for HCV prior to transplantation would need to be retreated after transplantation if receiving a liver from an HCV-positive donor, adding to the health-care cost.",data\raw\PMC\PMC6944251.xml
c07e067b-6e19-4ec7-8ff2-035ec067ad1b,PMC6944251,PMC,2019,F1000Research,discussion,0,34,2,43,Several landmark DAA clinical trials for the treatment of HCV are outlined below. Multiple trials have evaluated daclatasavir and sofosbuvir with or without ribavirin for 12 weeks in LT recipients with advanced cirrhosis with a 91 to 95% SVR among different genotypes 26.,data\raw\PMC\PMC6944251.xml
e181a711-c194-4d4c-86b7-b788827c4938,PMC6944251,PMC,2019,F1000Research,discussion,1,44,2,54,"Since 1992, the majority of the studies showed no difference between HCV seropositive grafts and HCV seronegative grafts in HCV seropositive recipients 28. A cohort study among five different US transplant centers from 2002 through 2007 showed that transplantation with HCV seropositive grafts was associated with a 58% increased risk of advanced fibrosis 12.",data\raw\PMC\PMC6944251.xml
48d8be70-4b03-4207-8fd5-4397a2c7d48c,PMC6953993,PMC,2019,Journal of psychiatry and brain science,introduction,0,150,1,42,"We also found a modest but significant effect of cocaine dose effect on the increase of distance traveled in the cocaine-paired compartment (Figure 3 Middle Right, χ2(3) = 8.4, p = 0.039), due to lower increase for the 1 mg/kg cocaine group.",data\raw\PMC\PMC6953993.xml
0cc8d7e1-ea8e-45f2-b181-f2533023bdcb,PMC6953993,PMC,2019,Journal of psychiatry and brain science,introduction,1,152,1,31,We also calculated a relative preference to the cocaine-paired compartment by subtracting the measurements to the saline-paired compartment from that of the cocaine-paired compartment during only the post-conditioning session (Figure 4).,data\raw\PMC\PMC6953993.xml
02a4d846-07de-4128-94ef-d1fc2c8662e4,PMC6953993,PMC,2019,Journal of psychiatry and brain science,discussion,0,17,2,52,"Once conditioning was well established, animals continued to spend more time in the drug-paired compartment, regardless of the decreasing number of entries into that chamber due to locomotion habituation. It is important to note that animal entries to the drug-specific compartment may reflect both the general locomotor stimulation and reward-invoked drug seeking.",data\raw\PMC\PMC6953993.xml
170146ed-1293-418c-9b49-52abaa4e74b3,PMC6955530,PMC,2019,BMJ Open,discussion,0,49,4,67,"Breath Holding Time (BHT)69 will be measured in seconds from respiratory resting position (eg, FRC) until first involuntary respiratory muscle motion. Karen H. Version 30 April 2019. We will extract medication prescriptions and comorbidity at baseline, and medication prescriptions, comorbidity, adverse events (AEs; eg, emergency room visits), and number of consultations at specialist care respiratory nurses and/or pulmonologists from baseline until 12-month follow-up from electronic medical records.",data\raw\PMC\PMC6955530.xml
9b7a1aca-f2d5-4e0c-af6c-5cd44aa24eb5,PMC6955530,PMC,2019,BMJ Open,discussion,1,90,2,52,"The benefits achieved at 6 months are hypothesised to be maintained at 12 months. The trial protocol conforms to the Standard Protocol Items: Recommendations for Interventional Trials (SPIRIT),40 and the Template for Intervention Description and Replication (TIDieR) will be used.41 The schedule of enrolment, interventions and assessments is shown in figure 1.",data\raw\PMC\PMC6955530.xml
87a9b76b-0849-4b47-8bd5-44509d1b726e,PMC6955550,PMC,2019,BMJ Open,introduction,0,190,5,30,"Inclusion criteria are Written informed consent. Ischaemic stroke. Participation in a clinical trial within the last 12 weeks. Metal splinters in eye or head. Severe neuroinflammatory disease (eg, multiple sclerosis).",data\raw\PMC\PMC6955550.xml
5f2c9bbe-5e0c-4e68-8723-e502cd9f295a,PMC6955550,PMC,2019,BMJ Open,introduction,1,271,2,40,"Before entering the study, all participants are informed that their participation is entirely voluntary, and that their withdrawal of consent is possible at any time without further consequences. The study findings will be reported at conferences and in peer-reviewed journals.",data\raw\PMC\PMC6955550.xml
2ef5323c-2304-484f-9923-f26d05fa6161,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,introduction,0,107,1,39,"Association of the SBP with the renal outcomes We evaluated the renal outcomes, including the groups with eGFR deterioration or sustained proteinuria, and analyzed their association with the SBPs at 7:00 AM and 9:30 PM and the 24-hour mSBP.",data\raw\PMC\PMC6962443.xml
c7b598b0-69c9-41f8-b1d0-6c586a4b0809,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,introduction,1,72,1,42,"The mean age of the 96 included patients was approximately 62 years, 70.8% of them were men, and the percentage of renin angiotensin aldosterone system(RAAS) inhibitor users decreased from 77.1% in the previous study to 70.8% in the current study (Table 1).",data\raw\PMC\PMC6962443.xml
79c4a1d9-1123-4628-a9f0-2358bea71307,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,introduction,2,119,3,37,"In our study, we analyzed with only SBP. The 24-hour mBP has been the best BP monitoring method and predictor of organ damage2021). Many studies have investigated whether home-measured and clinic-measured BP can also predict organ damage2223).",data\raw\PMC\PMC6962443.xml
d39a3a28-76e5-4a63-9c6f-7e459ad04748,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,discussion,0,0,1,34,Discussion The aim of this study was to determine whether renal outcomes could be associated with the SBPs at 7:00 AM and 9:30 PM as with the 24-hour mSBP in patients with diabetic CKD.,data\raw\PMC\PMC6962443.xml
401070cd-4c18-4fc5-bca3-423e38c4ca91,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,discussion,1,17,2,54,"There have been several studies wherein the morning BP was reported to affect the sympathetic tone or vascular disease more than the night BP. As a circadian rhythm, the BP rising for 2 hours after waking up in the morning is called morning surge, when the BP is higher than that in other time-periods.",data\raw\PMC\PMC6962443.xml
0a14be3c-d37e-4648-9ed5-034d264a43d5,PMC6962703,PMC,2020,iScience,introduction,0,271,2,51,"As shown in Figure S4, CO2 desorption confirms the basicity of TA, WTA, and MTA. These C-methylation and O-methylation reactions, taken together with the phenol, methanol, and DME present in the product stream, strongly suggest that direct demethoxylation of guaiacol is the major pathway for the deoxygenation of guaiacol over WTA.",data\raw\PMC\PMC6962703.xml
2e76579c-4662-450b-a16f-cad6142602c1,PMC6962703,PMC,2020,iScience,introduction,1,251,2,66,"As shown in Figure S3, the carbon yields of char/coke from the CFP of organosolv lignin are approximately 50%–71%. The results are in line with those in literatures, which reported that the carbon yields of char/coke and permanent gas from the CFP of biomass over zeolites or metal oxides were 30%–75% and 20%–50%, respectively (Carlson et al., 2011, Murugappan et al., 2016, Wang et al., 2015a).",data\raw\PMC\PMC6962703.xml
4a502938-88b3-4b2c-a303-990ac6732707,PMC6962703,PMC,2020,iScience,introduction,2,343,1,34,"As shown in Figures 7 and S6, the deoxygenation of phenols requires the hydrogen transfer reactions, in which hydrogen is supplied by the in situ dehydrogenation, polycondensation, and carbonization reactions of lignin and phenols.",data\raw\PMC\PMC6962703.xml
8497e490-9d94-4784-9ee5-767161be5287,PMC6962703,PMC,2020,iScience,discussion,0,182,1,67,"It is thus concluded that the mono-oxo wolframyl groups and hydrated wolframyl groups on the surface of WTA are, respectively, responsible for the formation of strong Lewis and Brønsted acid sites.Figure 3Characterization of the Metal-Oxide Nanocomposites(A–C) Transmission electron microscopic images of (A) TA, (B) WTA, and (C) MTA.(D) Powder XRD patterns of TA, WTA, and MTA.(E) The concentrations of acid sites in T, TA, WTA, and MTA.",data\raw\PMC\PMC6962703.xml
eeaa5964-33f1-44e5-91de-97c494c4933b,PMC6968542,PMC,2019,Medical Education Online,introduction,0,54,2,31,This would allow participants to complete the core material during one meeting. The philosophy behind the sessions chosen was to encourage clerkship administrators to embrace their role as an educational leader.,data\raw\PMC\PMC6968542.xml
6700d416-e835-4038-9efd-8f83736ed980,PMC6968542,PMC,2019,Medical Education Online,introduction,1,73,2,37,"In order to obtain the certificate of completion, participants must complete a project over the course of a year, or longer. Offering workshops contribute to continuing education, but often this information is not applied after a meeting.",data\raw\PMC\PMC6968542.xml
